subscriber_id,user_id,channel_id,sequence_id,uuid,json,created
null,24111570,4,1703633445246,495e9e262ce7bc7fbd7a40e1e8139421,{"channelId":4,"userId":24111570,"uuid":"495e9e262ce7bc7fbd7a40e1e8139421","sequenceId":1703633445246,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2023-12-26T18:29:58-05:00","sku":"","migration":false},2023-12-26 15:30:45.908089
null,43729408,4,1702439239981,4f064086ab93f272955f544500cb697f,{"channelId":4,"userId":43729408,"uuid":"4f064086ab93f272955f544500cb697f","sequenceId":1702439239981,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":1,"expectedCancelDate":null,"sku":"com.disney.monthly.disneyplus2ppremium2021.apple","migration":false},2023-12-12 19:47:21.54052
null,43729408,4,1702346325376,328da63cb224dbcecb65c0f4bf37f87e,{"channelId":4,"userId":43729408,"uuid":"328da63cb224dbcecb65c0f4bf37f87e","sequenceId":1702346325376,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":1,"expectedCancelDate":null,"sku":"com.disney.monthly.disneyplus2pbasic2021.apple","migration":false},2023-12-11 17:58:47.492123
null,157845651,4,1704581819877,91383381b474f5a77338980585978959,{"channelId":4,"userId":157845651,"uuid":"91383381b474f5a77338980585978959","sequenceId":1704581819877,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-06T17:56:59-05:00","sku":"","migration":false},2024-01-06 14:57:00.637522
null,157845651,4,1704755225537,8f08910c307e27f7a8b4c65bbf390e0f,{"channelId":4,"userId":157845651,"uuid":"8f08910c307e27f7a8b4c65bbf390e0f","sequenceId":1704755225537,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-08T18:07:05-05:00","sku":"","migration":false},2024-01-08 15:07:07.388153
null,157845651,4,1703975654729,588783bdb10eed940564cfd1585fabe5,{"channelId":4,"userId":157845651,"uuid":"588783bdb10eed940564cfd1585fabe5","sequenceId":1703975654729,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":4,"expectedCancelDate":"2024-01-03T17:34:14-05:00","sku":"1999199999999917051999000_disney","migration":false},2023-12-30 14:34:15.641177
null,157845651,4,1704234996596,1744bb091f121d11bb915a127423ed87,{"channelId":4,"userId":157845651,"uuid":"1744bb091f121d11bb915a127423ed87","sequenceId":1704234996596,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-02T17:36:36-05:00","sku":"","migration":false},2024-01-02 14:36:38.619364
null,157845651,4,1704408378008,5b9976423b1332b7d44f9c31fa9ad6a2,{"channelId":4,"userId":157845651,"uuid":"5b9976423b1332b7d44f9c31fa9ad6a2","sequenceId":1704408378008,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-04T17:46:18-05:00","sku":"","migration":false},2024-01-04 14:46:20.085111
null,166109287,4,1703625251028,d7853ea047497a421f6eb20126e692c7,{"channelId":4,"userId":166109287,"uuid":"d7853ea047497a421f6eb20126e692c7","sequenceId":1703625251028,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2023-12-26T16:14:11-05:00","sku":"","migration":false},2023-12-26 13:14:11.627381
null,166109287,4,1703971516039,bc93a0dc491e53c6c478b0e3413df447,{"channelId":4,"userId":166109287,"uuid":"bc93a0dc491e53c6c478b0e3413df447","sequenceId":1703971516039,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":1,"expectedCancelDate":null,"sku":"disney_with_ads_and_hulu_with_ads","migration":false},2023-12-30 13:25:17.033888
null,166109287,4,1703278956768,40b65c76f5df03d8adba8245530a86aa,{"channelId":4,"userId":166109287,"uuid":"40b65c76f5df03d8adba8245530a86aa","sequenceId":1703278956768,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2023-12-22T16:02:36-05:00","sku":"","migration":false},2023-12-22 13:02:37.456128
null,43729408,4,1702439239981,4f064086ab93f272955f544500cb697f,{"channelId":4,"userId":43729408,"uuid":"4f064086ab93f272955f544500cb697f","sequenceId":1702439239981,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":1,"expectedCancelDate":null,"sku":"com.disney.monthly.disneyplus2ppremium2021.apple","migration":false},2023-12-12 19:47:21.54052
null,43729408,4,1702346325376,328da63cb224dbcecb65c0f4bf37f87e,{"channelId":4,"userId":43729408,"uuid":"328da63cb224dbcecb65c0f4bf37f87e","sequenceId":1702346325376,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":1,"expectedCancelDate":null,"sku":"com.disney.monthly.disneyplus2pbasic2021.apple","migration":false},2023-12-11 17:58:47.492123
null,160970969,4,1692210572958,3ea1bd5bb759977d8f4d63d51bc334e3,{"channelId":4,"userId":160970969,"uuid":"3ea1bd5bb759977d8f4d63d51bc334e3","sequenceId":1692210572958,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2022-10-11T12:51:20-05:00","sku":"","migration":false},2023-11-07 08:46:00.737007
null,108256096,4,1704459084273,fed026603d42b4d3e10787d269949455,{"channelId":4,"userId":108256096,"uuid":"fed026603d42b4d3e10787d269949455","sequenceId":1704459084273,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-05T07:51:24-05:00","sku":"","migration":false},2024-01-05 04:51:25.451772
null,108256096,4,1703767454555,58b4a8086246cffb3ab5b27055d48bd3,{"channelId":4,"userId":108256096,"uuid":"58b4a8086246cffb3ab5b27055d48bd3","sequenceId":1703767454555,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2023-12-28T07:44:14-05:00","sku":"","migration":false},2023-12-28 04:44:17.556855
null,108256096,4,1704113161427,a235ae77ce3a52ad703b5175d0bc1b86,{"channelId":4,"userId":108256096,"uuid":"a235ae77ce3a52ad703b5175d0bc1b86","sequenceId":1704113161427,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-01T07:46:01-05:00","sku":"","migration":false},2024-01-01 04:46:03.494121
null,157845651,4,1704581819877,91383381b474f5a77338980585978959,{"channelId":4,"userId":157845651,"uuid":"91383381b474f5a77338980585978959","sequenceId":1704581819877,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-06T17:56:59-05:00","sku":"","migration":false},2024-01-06 14:57:00.637522
null,157845651,4,1704755225537,8f08910c307e27f7a8b4c65bbf390e0f,{"channelId":4,"userId":157845651,"uuid":"8f08910c307e27f7a8b4c65bbf390e0f","sequenceId":1704755225537,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-08T18:07:05-05:00","sku":"","migration":false},2024-01-08 15:07:07.388153
null,157845651,4,1703975654729,588783bdb10eed940564cfd1585fabe5,{"channelId":4,"userId":157845651,"uuid":"588783bdb10eed940564cfd1585fabe5","sequenceId":1703975654729,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":4,"expectedCancelDate":"2024-01-03T17:34:14-05:00","sku":"1999199999999917051999000_disney","migration":false},2023-12-30 14:34:15.641177
null,157845651,4,1704234996596,1744bb091f121d11bb915a127423ed87,{"channelId":4,"userId":157845651,"uuid":"1744bb091f121d11bb915a127423ed87","sequenceId":1704234996596,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-02T17:36:36-05:00","sku":"","migration":false},2024-01-02 14:36:38.619364
null,157845651,4,1704408378008,5b9976423b1332b7d44f9c31fa9ad6a2,{"channelId":4,"userId":157845651,"uuid":"5b9976423b1332b7d44f9c31fa9ad6a2","sequenceId":1704408378008,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-04T17:46:18-05:00","sku":"","migration":false},2024-01-04 14:46:20.085111
null,108256096,4,1704459084273,fed026603d42b4d3e10787d269949455,{"channelId":4,"userId":108256096,"uuid":"fed026603d42b4d3e10787d269949455","sequenceId":1704459084273,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2024-01-05T07:51:24-05:00","sku":"","migration":false},2024-01-05 04:51:25.451772
null,108256096,4,1703767454555,58b4a8086246cffb3ab5b27055d48bd3,{"channelId":4,"userId":108256096,"uuid":"58b4a8086246cffb3ab5b27055d48bd3","sequenceId":1703767454555,"huluProductInfo":{"components":[],"bundles":[],"discounts":[]},"billingPartnerName":"DSS","status":5,"expectedCancelDate":"2023-12-28T07:44:14-05:00","sku":"","migration":false},2023-12-28 04:44:17.556855
